"caseId","Present living situation-1995","number people living w/respondent-1995","Economic situation/3 year ago-1995","Parent divorced/separated past year-1995","Parent re/married past year-1995","Parent lost job/past year-1995","Respondent ill/disabled past year-1995","Parent died past year-1995","Respondent sex-1995","Respodent US Citizenship-1995","Respondent job classification-1995","Don't feel save at school-1995","attainable education level-1995","Paren education preference-1995","Respondent hour studying-1995","Good grade importance-1995","English Knowledge-1995","Depression-1995","Self-esteem-1995","Familism index-1995","Family cohesion-1995","GPA-1995","Dropped out by 1995","Percent daily school attendance-1995","Private school-1995","desired.job.prestige.score-1991","GPA","Parent.SES.index-1991","English.Knowledge-1991","Private.school-1991","Houshold.guardians-1991","number.household.members-1991","Sex","Respondent.US.stay.length-1991","Respondent job preference-1991","felt discriminated-1991","Depression-1991","Self-esteem-1991","education expectation-1991","Hours/day on HW-1991","Good grades importance-1991","Reason Dad came to US","Reason Mom came to US"
2606,3,3,2,2,2,2,2,2,1,1,5,2,4,4,2,1,4,1.25,4,2.67,4.67,1.75,0,88.5,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2607,1,2,4,2,2,2,2,2,1,2,5,4,5,5,3,2,4,2,3.6,2.33,3.67,2.5,0,90.2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2609,1,4,3,2,2,2,2,2,2,1,6,3,5,5,6,1,4,1,3.9,1.67,3.33,4.33,0,90.2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2610,10,4,4,1,2,2,2,2,2,1,6,2,3,3,5,2,4,3,1.8,1.67,1.67,2,0,92.8,0,78,2,-0.24,4,0,1,3,2,1,12,1,1.5,3.3,4,1,1,3,2
2611,1,5,3,2,2,2,2,2,1,1,7,4,4,5,3,1,4,1,4,1.67,4.33,1.6,0,91.3,0,48,2.17,0.78,4,0,1,5,1,1,13,2,1,3.9,4,3,1,2,9
2612,1,4,1,2,2,2,1,2,2,2,8,4,5,5,6,2,4,1,3.6,1,4.67,2.86,0,92.5,0,71,3,0.18,4,0,1,4,2,3,9,1,1,3.6,5,3,1,2,2
2613,1,3,3,2,2,2,2,2,2,1,10,3,4,5,3,1,4,1.5,3.5,2,5,3,0,92.1,0,50,3.29,-1.17,4,0,1,3,2,1,10,2,1.25,3.9,5,3,1,1,3
2614,1,3,1,2,2,2,2,2,1,2,11,2,2,1,1,3,4,1,4,2.67,5,0.77,0,91.6,0,52,1.67,-0.07,4,0,3,3,1,2,11,2,1,3.8,2,2,1,2,2
2615,1,3,1,2,2,2,2,2,2,1,5,2,5,5,6,1,4,2,3.8,1.33,2.67,1.83,0,88.9,0,52,1.25,0.78,3.5,0,1,3,2,3,5,1,2.25,2.9,2,1,1,1,1
2616,1,3,5,2,2,1,2,2,2,1,8,2,3,5,2,1,3.5,2.5,2.8,1.33,3.67,0.92,0,91.3,0,57,0.92,-0.51,4,0,1,4,2,2,13,1,3,2.5,3,1,1,2,2
2618,1,4,4,2,2,2,2,2,2,1,6,1,5,5,2,2,4,1.75,3.4,1.33,3,1.75,0,92.5,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2619,1,4,2,2,2,2,2,2,1,2,4,1,4,4,1,2,3.5,1,3.9,2.67,5,2.5,0,88.9,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2620,3,4,4,2,2,1,2,2,2,2,10,3,4,4,4,1,4,2,3.2,1,3.33,3.4,1,90.2,0,78,2.75,-0.66,4,0,3,4,2,3,10,2,1.75,3,4,3,1,2,1
2622,1,5,3,2,2,1,2,2,2,1,9,4,4,5,2,1,4,1,4,1.67,3.67,1.06,0,91.3,0,71,2.83,0.59,4,0,1,6,2,1,9,1,1,4,5,3,1,2,2
2623,1,4,3,2,2,2,2,2,2,1,8,3,4,5,6,1,4,2,2.7,2,4.67,3.5,0,92.5,0,62,3.5,0.88,4,0,1,4,2,1,8,1,2.25,2.6,4,6,1,2,2
2624,5,2,3,2,2,2,2,2,2,1,7,3,5,4,3,2,4,1.5,3.8,1.33,4.33,2.36,0,91.3,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2626,1,4,1,2,2,2,2,2,2,1,10,2,3,5,2,2,4,2.75,3.3,2,4.67,0.52,0,88.3,0,78,1.5,-0.86,4,0,1,4,2,1,10,2,1.75,2.4,5,1,4,1,2
2628,1,3,2,2,2,2,2,2,2,1,6,3,5,5,4,2,4,1.5,3.9,1,5,1.81,0,92.5,0,56,2.33,0.49,4,0,1,4,2,1,6,1,3,3.6,3,2,1,4,4
2629,1,3,2,2,2,2,2,2,2,2,6,4,5,5,2,1,4,1,3.9,1.33,3.33,4.25,0,92.5,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2630,5,3,2,2,2,2,2,1,2,1,11,2,5,5,2,1,4,2,3.1,1.67,3,1.86,0,91.6,0,78,3.33,0.25,4,0,3,3,2,1,10,2,1.5,4,4,4,1,7,1
2631,5,1,5,1,2,2,1,1,1,1,7,1,5,5,6,2,3.25,4,1.3,1,4.33,3.33,0,90.2,0,65,3.33,-0.29,4,0,1,2,1,2,7,1,1.5,3.2,5,3,1,2,2
2632,1,4,4,2,2,1,1,2,2,2,4,3,4,5,1,1,4,2,3.8,1.33,2,2.67,0,90.2,0,50,2.67,-0.76,3,0,1,3,2,2,10,2,1.75,3,4,2,1,5,5
2634,5,2,3,2,2,2,2,2,1,1,11,3,4,5,1,2,4,1.25,3.3,1,3.33,2.36,0,92.8,0,71,2,-0.61,4,0,5,2,1,1,9,1,2.5,2.2,5,1,2,2,2
2635,3,5,3,2,2,2,2,2,2,1,9,3,3,5,3,1,4,1,3.8,1.33,4.33,0.83,1,92.5,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2638,1,2,2,2,2,2,2,2,2,1,10,2,5,5,4,2,4,2,2.9,2.33,4.67,1.32,0,90.2,0,78,2.58,-0.38,4,0,1,3,2,1,10,2,2.5,4,5,4,2,2,2
2639,1,4,3,2,2,2,2,2,1,1,7,4,5,5,1,1,4,1.5,3.7,1,4,1.39,0,91.3,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2640,1,2,3,2,2,2,2,2,2,1,11,4,5,5,4,1,4,1.5,3.9,1.67,4,2.15,0,91.3,0,66,2.15,0.38,4,0,1,2,2,1,10,2,1,3.8,5,3,1,4,4
2642,1,3,3,2,2,2,2,2,2,1,10,4,5,4,3,2,4,1,4,2,5,3.75,0,92.5,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2643,1,3,1,2,2,2,2,2,1,1,8,3,5,5,1,1,4,1.25,4,1.67,4.67,1.94,0,88.9,0,62,1.92,-0.17,3,0,1,4,1,2,8,2,1,3,5,2,1,2,2
2644,1,4,2,2,2,1,2,2,2,1,6,3,4,4,2,2,4,1.25,3.8,1.33,4,3.26,0,94.3,0,71,3.17,0.85,4,0,1,4,2,3,9,1,1.25,3.9,5,2,1,2,2
2650,1,4,2,2,2,2,2,2,1,1,5,3,4,5,2,1,3.75,1.25,3.9,2,2.33,2.5,0,88.9,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2651,1,5,3,2,2,2,2,2,2,1,11,4,5,5,1,1,4,1,3,2.67,2.67,1.62,0,91.3,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2652,1,3,1,2,2,2,2,2,2,1,11,4,5,4,5,2,3.5,1.5,2.6,2,3.67,1.92,1,92.9,0,48,1.92,1.35,3.75,0,1,4,2,1,14,2,1.75,3.2,4,2,2,3,3
2653,8,3,2,2,1,2,2,2,2,2,5,3,2,5,2,2,4,1.5,3.6,1,4,2.08,0,90.2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2654,1,2,3,2,2,1,2,2,2,2,11,3,4,5,2,1,3.25,2.75,2.9,1.67,3,2.86,0,92.5,0,66,2.58,-0.01,3.5,0,1,2,2,3,10,1,3,2.4,2,1,2,1,1
2655,1,3,4,2,2,2,2,2,2,1,10,4,4,5,2,2,3.5,1.25,4,2,3.67,2.64,0,92.9,0,56,3.25,0.45,3.5,0,1,2,2,2,14,2,1.25,3.9,4,2,1,1,3
2656,1,3,3,2,2,2,2,2,2,2,5,4,5,5,2,1,4,1,4,1.67,4.67,2.08,0,92.5,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2657,1,5,2,2,2,2,1,2,2,2,9,2,4,4,1,2,4,2,3.7,2,4.33,1.67,0,92.5,0,71,1.67,0.08,4,0,1,5,2,2,9,2,1.75,3.8,5,2,2,1,1
2658,1,3,2,2,2,2,2,2,2,2,6,1,4,4,6,1,4,1.5,3.8,2,5,3.33,0,88.9,0,78,3.33,-0.43,4,0,1,3,2,3,10,1,2.25,3,5,3,1,4,4
2660,1,2,2,2,2,2,2,2,1,1,11,2,4,4,1,1,3.25,1.75,3,2.33,3,1.85,0,90.2,0,63,1.92,-0.57,4,0,1,2,1,1,12,2,1.75,2.8,3,2,1,1,1
2661,5,3,4,1,2,2,1,2,2,1,11,4,4,5,1,3,4,2.25,2.9,1.33,4.67,1.9,0,92.9,0,53,2.33,0.6,4,0,1,3,2,1,2,2,1,3.6,5,3,1,8,2
2662,1,4,2,2,2,2,2,2,2,2,4,2,5,5,3,1,4,1.5,3.4,1.67,4,1.92,0,92.5,0,64,1.92,-0.04,4,0,1,4,2,3,6,2,1.25,3.3,5,2,1,1,3
2664,1,4,5,2,2,1,2,2,2,1,6,3,5,5,2,1,4,1.75,3.4,2.67,4.33,1.86,0,92.9,0,62,3.17,1.58,4,0,1,4,2,1,9,1,2,3.9,5,3,1,2,2
2665,1,3,2,2,2,1,2,2,1,1,11,2,4,5,1,2,4,1.75,3.4,2,3,1.61,0,94.3,0,78,1.33,0.7,3.75,0,1,3,1,1,10,1,2,3.2,5,1,1,6,1
2666,1,4,4,2,2,2,2,2,1,1,7,3,4,5,3,1,4,1,4,2,2,3.14,0,94.8,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2667,1,3,2,2,2,2,2,2,2,1,8,3,5,3,3,1,4,1.25,4,1,3,2.92,0,92.5,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2668,1,3,1,2,2,2,2,2,1,2,11,3,5,5,2,1,3.25,1,3.5,2,4,2.33,0,94.3,0,78,2.33,0.9,3.25,0,1,3,1,3,6,2,1,3.5,5,1,2,2,2
2669,1,5,4,2,2,1,2,2,1,1,11,3,3,5,1,3,4,1.5,3.6,1.67,4,0.92,0,88.9,0,71,0.92,0.5,4,0,1,5,1,1,9,1,1.5,3.3,4,1,4,1,2
2670,1,2,1,2,2,2,2,2,2,2,10,3,5,5,4,1,4,1,4,2,5,2.83,0,90.2,0,78,2.83,-0.49,4,0,1,2,2,3,10,2,1,3.9,5,2,1,2,2
2672,1,3,4,2,2,2,2,2,2,1,8,4,5,5,3,1,4,1.25,3.9,1.33,4.67,3.33,0,90.2,0,62,3.33,-0.11,4,0,1,3,2,1,8,2,1.25,3.8,5,3,1,2,2
2674,1,5,2,2,2,1,2,2,2,2,10,4,5,5,4,1,4,1.25,3.8,2.67,5,2.67,0,91.6,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2675,3,4,1,2,2,2,2,2,2,1,8,4,5,5,2,1,4,2.25,3.4,2.33,4,1.96,0,91.3,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2676,1,2,3,2,2,1,2,2,2,2,6,1,5,5,4,1,4,1.25,3.4,1.33,4.67,4.1,0,90.2,0,60,4,-1.3,4,0,1,4,2,2,6,2,2.25,2.6,4,3,1,2,2
2677,1,9,2,2,2,2,2,2,2,1,8,3,5,5,3,2,4,1,4,2,4.67,1.74,0,91.3,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2678,1,4,4,2,2,2,1,2,1,1,10,4,5,5,2,2,4,1.5,3.8,2.33,4,4,0,92.5,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2679,5,3,2,2,2,2,2,2,2,1,6,2,5,5,2,1,3.25,1.75,3.7,1.33,4,2.57,0,92.5,0,62,3,-0.2,4,0,6,3,2,2,6,1,2.25,4,5,2,1,2,2
2680,1,2,3,2,2,2,2,2,1,1,6,2,3,5,1,3,4,1.75,2.6,2,3.33,1.61,0,91.6,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2683,3,4,2,2,2,2,2,2,2,2,10,4,5,5,4,1,4,1.75,3.7,1.67,4.67,1,0,92.5,0,54,1,-0.46,4,0,5,3,2,2,10,2,1.75,3.8,5,1,1,3,5
2684,1,5,4,2,2,2,2,2,2,1,10,2,4,5,2,1,4,2.5,2.5,2,1.67,2.36,0,90.2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2685,1,2,5,2,2,1,2,2,2,1,8,2,3,3,1,1,3.5,1.75,1.9,2,3.33,2.08,0,91.6,0,62,2.42,-0.16,3.5,0,1,3,2,1,8,2,2.5,3.1,3,1,1,1,1
2687,3,6,2,2,2,2,2,2,2,1,9,2,5,5,3,1,4,1.5,3.3,2.33,4,3.75,0,88.9,0,71,3.86,0.23,4,0,3,5,2,1,9,1,1.5,2.4,5,3,1,2,2
2688,1,3,2,2,2,2,2,2,1,1,6,3,4,4,1,2,4,1.5,4,1.67,4,1.53,0,91.3,0,60,2,0.32,4,0,1,3,1,2,6,1,1.75,3.9,4,1,1,2,2
2690,8,5,2,1,1,2,2,2,2,2,5,4,4,4,2,2,4,1,3.7,1.33,5,2.75,0,92.8,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2691,1,5,2,2,2,2,2,2,2,1,10,3,5,5,2,4,4,1,4,2,4.33,1.61,0,88.9,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2692,7,1,3,2,2,2,2,2,2,1,5,4,4,4,2,1,3.5,1,4,1,4.33,1.18,0,91,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2693,1,3,2,2,2,1,2,2,1,1,6,2,4,5,1,2,4,1,3.7,2,3.67,2.33,0,94.3,0,78,2.83,0.65,4,0,1,3,1,1,10,1,1.25,3.4,5,1,1,2,2
2694,7,3,3,1,2,2,2,2,1,1,7,4,4,5,1,1,4,1.5,3.4,1.67,1.67,1.53,0,92.5,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2695,1,3,3,2,2,2,2,2,2,1,8,4,4,5,2,1,4,1.25,3.5,1.33,4,1.67,0,92.5,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2697,1,2,3,2,2,2,2,2,1,2,11,3,5,5,1,2,4,1.25,4,2,2.67,2.08,0,90.2,0,55,2.08,-0.43,3.75,0,1,4,1,2,7,2,1,3.9,5,3,1,2,2
2701,1,3,3,2,2,1,1,2,1,1,14,3,4,4,2,2,4,3,2.6,1.33,1.33,3.08,0,94.8,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2704,1,4,1,2,2,1,2,2,2,1,8,3,4,5,2,2,4,1.75,3.4,2,2,1.62,0,91.3,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2705,5,2,2,1,2,1,2,2,2,1,11,4,5,4,6,1,4,1,4,1.33,3.33,3.27,0,92.5,0,78,3,0.39,4,0,1,3,2,1,9,1,1.75,3.6,5,2,1,1,1
2706,1,4,2,2,2,2,2,2,2,1,9,4,5,5,1,1,4,2.5,4,2,4,4,0,92.5,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2708,5,3,2,2,2,2,2,2,2,2,6,3,4,4,3,1,4,1.5,3.4,2,4.67,3.19,1,92.9,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2709,3,5,3,2,1,1,2,2,1,2,5,4,5,5,2,1,3.5,1,4,2.33,4.33,3.25,0,94.3,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2710,1,3,1,2,2,2,2,2,2,2,9,1,4,5,3,1,4,2.25,4,1.67,5,1.88,0,90.9,0,71,2.58,-0.33,3,0,1,5,2,3,9,1,2,3.7,4,2,2,2,2
2711,1,3,3,2,2,2,2,2,1,1,10,4,5,5,1,1,4,1,3.8,1,3,1.67,0,90.2,0,62,1.58,0.12,4,0,1,3,1,1,10,2,1.25,3.6,5,1,1,2,2
2713,1,4,1,2,2,2,2,2,2,2,8,2,5,5,3,1,4,1,3.8,1.33,5,1.75,0,92.5,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2716,1,3,2,2,2,2,1,2,1,1,6,2,4,5,2,2,3.75,1.5,4,2,3,2.75,0,88.9,0,44,2.75,0.26,4,0,1,3,1,1,4,1,1,3,4,2,1,3,1
2717,3,4,3,2,2,2,2,2,1,1,11,4,4,5,6,1,3.5,1,3.5,1.33,4.33,2.08,0,92.5,0,71,2.33,-0.37,4,0,3,4,1,1,9,1,1,4,5,2,1,2,2
2718,1,8,3,2,2,1,2,2,2,1,10,4,4,5,1,1,3,2,3.5,1,1.33,3.08,0,94.7,0,78,2.4,-0.5,3.5,0,1,9,2,1,10,2,1.75,3.6,4,2,4,1,1
2719,3,4,1,2,2,2,2,2,2,1,6,4,5,4,3,1,4,1.25,3.3,2.33,4,2.82,0,88.5,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2721,5,2,1,2,2,2,2,2,2,2,8,3,5,5,4,1,4,1.75,3.5,1.33,3.33,1.7,0,92.5,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2723,3,3,1,1,1,2,2,2,2,1,5,3,5,5,5,1,3.75,2,3.5,1.33,2.67,2.85,0,91.3,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2724,1,3,3,2,2,1,2,2,1,1,11,4,4,4,1,2,4,1.25,3.2,1.33,3.67,1.57,0,91.3,0,48,2.5,0.09,4,0,1,3,1,1,14,2,1,3.3,4,2,1,9,9
2726,3,4,4,2,2,1,2,1,1,1,11,3,4,5,1,2,3.25,1.5,2.9,2.67,4.67,2.43,0,91.3,0,55,2.17,1.38,3.5,0,1,3,1,2,7,2,1.5,2.9,4,5,2,2,2
2727,1,3,2,2,2,1,2,2,2,1,8,4,4,5,4,1,4,1,3.7,1.67,5,1.5,0,92.7,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2729,1,3,1,2,2,1,2,2,2,2,11,3,5,5,5,1,4,1,3.8,2.33,5,3.68,0,90.2,0,78,4,-0.63,4,0,1,3,2,3,10,2,1.5,3.5,5,6,1,2,2
2730,1,3,3,2,2,2,2,2,1,1,11,4,4,4,3,1,4,1.5,3.4,2,3.67,1.86,0,88.9,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2732,1,3,2,2,2,2,2,2,2,1,10,4,5,5,2,2,4,1.25,3.6,1.33,4.67,2.5,0,92.5,0,60,2.5,-0.48,4,0,1,3,2,1,6,1,1.5,3,5,1,1,2,2
2734,1,3,2,2,2,2,1,2,1,1,10,1,4,5,2,1,4,1.5,3.2,1.67,4,2.92,0,90.2,0,55,2.67,1.46,4,0,1,3,1,2,7,2,2,3.7,5,2,4,2,2
2735,1,3,3,2,2,2,2,2,2,1,10,2,5,5,2,1,4,1.75,3.9,1.33,3.33,4.17,0,94.3,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2742,1,4,2,2,2,2,2,2,2,1,5,4,3,4,3,1,3.75,1.75,3.5,2.33,4.33,2.25,0,92.5,0,54,2.25,1.2,4,0,1,4,2,3,5,2,1.25,3.8,3,2,1,2,4
2743,5,1,3,2,2,1,2,2,2,1,9,4,5,5,2,1,4,3.25,3.8,1,5,2.67,0,92.5,0,71,2.67,0.15,4,0,5,1,2,2,9,2,1,3.1,5,2,1,2,2
2745,5,4,3,1,1,2,2,1,1,2,4,2,4,5,2,1,3,1,3.2,2.67,3,1.83,0,92.8,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2746,5,2,4,2,2,2,2,2,2,1,8,3,5,4,5,1,4,2.25,3.8,2.67,5,2.71,0,91.3,0,78,3.25,-0.16,4,0,3,3,2,1,10,2,1.25,3.7,5,2,1,2,2
2747,3,3,3,2,2,2,2,2,2,1,10,3,5,5,2,1,4,1.75,3.6,2.33,3,2.99,0,94.3,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2748,1,4,4,2,2,2,2,2,1,2,11,4,4,4,1,1,4,1.25,4,2,4,2.42,0,92.5,0,66,2.42,-0.92,4,0,1,4,1,2,12,2,1,4,5,2,1,5,5
2749,5,2,3,2,2,2,2,2,1,1,6,3,5,4,5,1,4,1,3.7,1.33,4,1.67,0,91.3,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2750,1,2,3,2,2,2,2,2,1,1,6,4,4,4,2,1,4,1,4,1.33,4.67,2.58,0,92.5,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2753,5,3,1,1,2,1,1,2,2,1,10,3,5,5,1,1,4,2.25,3,1.67,4,2.43,0,91.3,0,71,2.83,0.35,4,0,1,3,2,1,10,2,2.5,3.1,5,2,2,2,2
2754,2,6,2,2,2,2,2,2,2,2,8,4,5,5,3,2,3,1.25,3.7,1,4.33,1.93,0,91.6,0,49,2,-0.13,3,0,2,7,2,3,8,1,1.75,2.9,5,1,1,5,5
2756,3,3,2,2,1,2,2,2,2,1,8,4,5,5,6,1,4,2.5,3.1,1,5,3.06,0,94.3,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2757,1,6,4,2,2,2,2,2,2,1,8,4,4,5,1,1,4,1.75,2.9,2.33,3,3.14,0,92.5,0,62,3.14,0.08,4,0,1,4,2,1,8,2,1.5,3.7,5,4,1,2,2
2758,1,4,3,2,2,2,2,2,2,1,11,2,4,4,1,1,4,2,3.7,1.67,3.33,2.33,0,92.5,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2760,5,1,4,1,2,2,2,2,2,1,6,2,4,5,2,1,4,1.5,3.9,1.67,4.67,2.29,0,88.5,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2764,3,3,2,2,2,2,2,2,2,1,9,4,5,5,2,1,4,2.75,3.8,2,4.67,2.64,0,91.6,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2765,1,3,3,2,2,2,2,2,2,1,9,4,5,5,2,2,4,1.5,3.9,1.67,5,3.33,0,92.5,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2766,5,2,3,2,2,2,2,2,2,1,5,2,5,5,3,1,3,1,3.2,3,3.33,2.38,0,93,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2767,1,4,1,2,2,2,2,2,2,1,6,3,5,4,6,1,4,1,3.8,1.33,2.67,3.47,0,88.5,0,66,2.67,0.1,4,0,1,4,2,1,10,1,1.5,3.8,5,4,1,2,2
2768,1,4,1,2,2,1,2,2,2,1,10,3,5,4,3,1,4,1.5,3.5,1.67,5,2.64,0,91.3,0,78,3.67,-0.09,4,0,1,4,2,1,10,1,2,3.9,5,2,1,2,2
2772,1,8,3,2,2,1,2,2,1,1,6,1,5,4,1,1,3.75,1.25,3,2.67,3.67,2.33,0,92.5,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2773,1,3,1,2,2,2,2,2,2,1,6,2,5,5,2,1,3.5,1.75,3.7,4,4,0.83,0,88.9,0,71,0.83,0.95,3.5,0,1,3,2,3,9,2,2.25,3.3,2,4,1,3,3
2775,1,4,3,2,2,2,2,2,1,1,7,3,4,5,1,2,4,2.5,3,2,2.33,2.5,0,91.6,0,48,3.75,0.06,4,0,1,4,1,2,13,1,1.25,3.7,4,1,1,1,3
2776,1,2,1,2,2,2,2,2,1,1,10,4,5,5,4,1,4,1,4,4,4.67,1.88,0,91.6,0,71,3.08,-0.93,4,0,1,2,1,1,9,1,1.5,4,5,4,1,1,1
2778,5,7,1,2,2,2,2,2,1,1,8,2,4,4,3,1,3.5,2,2.5,3,4.33,1.67,0,91.6,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2780,5,4,4,2,2,2,2,2,2,2,11,3,5,5,2,1,4,1.75,3.8,1,4.67,3.06,0,92.8,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2781,1,3,3,2,2,2,2,2,1,1,10,1,5,5,4,1,4,1.75,3.2,2.67,4,3.83,0,94.8,0,71,3.8,0.75,4,0,1,3,1,1,9,1,1.75,4,5,2,1,1,3
2782,1,4,2,2,2,2,2,2,1,1,7,2,4,4,3,1,4,1.5,3.5,2,4.67,1.33,0,94.8,0,72,1.67,0.37,4,0,1,6,1,1,7,1,1.25,3.4,4,2,2,9,3
2783,1,4,4,2,2,1,2,2,1,1,5,4,4,5,1,2,4,2.25,3.4,1.67,2.67,2.27,0,94.8,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2784,1,3,3,2,2,2,2,2,1,1,6,4,5,5,4,1,4,1,3.5,1.67,2,1.43,0,94.8,0,58,2.18,0.56,3.75,0,1,3,1,1,4,2,1.25,3.7,4,3,2,9,3
2785,7,2,2,2,2,2,2,2,2,2,9,2,4,5,1,1,4,3,2.7,2,1.67,1.74,0,94.3,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
